timestamp,VRDRHValidData,VRDRH,VRDLHValidData,VRDLH,VRDRVValidData,VRDRV,VRDLVValidData,VRDLV
1589449616.8149006,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.826701,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8348706,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8466988,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8548744,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8666978,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8748956,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.886794,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.8948574,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.906817,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9148686,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.926824,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9348962,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.946803,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9548733,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9668913,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9748569,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.986815,0,0.0,0,0.0,0,0.0,0,0.0
1589449616.9968078,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0067828,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0166554,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0267663,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0367455,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0472836,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0548716,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0667093,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.074915,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0867777,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.0966861,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.106829,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1148903,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1267135,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.134892,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.146712,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1549127,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1667104,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1767712,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.1873085,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.197858,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2079928,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.217801,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2278714,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2348745,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2481716,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.254881,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2667084,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.274852,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2867563,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.2966971,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.306996,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3148797,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3267052,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3348694,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3467076,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3548899,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3667076,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3769603,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.3875773,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.397866,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4079108,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4148953,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.427876,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.434885,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4478848,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4548697,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4667118,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4748473,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.4867787,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.496712,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5067468,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.514884,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5267177,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5348494,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5467274,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5548623,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.566716,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5766246,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5867636,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.5967007,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6067612,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6166196,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6267185,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.634882,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6467247,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.656826,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.666749,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6747959,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6867576,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.6967075,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7068245,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7166228,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7267294,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7348528,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7467372,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.754852,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.766738,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7748735,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7868934,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.7967148,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8067715,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8166144,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.826725,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8348486,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.846725,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8565984,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.866729,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8748546,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8867586,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.8967156,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9067404,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.916607,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9267354,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9348493,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9473083,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.956788,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9667358,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.9748614,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.986749,0,0.0,0,0.0,0,0.0,0,0.0
1589449617.997883,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0079136,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.016597,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0267377,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0348492,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0467436,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0565984,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0667377,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0765982,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0867412,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.0967164,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1067514,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1165938,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1267345,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.136593,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1467388,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1548474,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.166746,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1748395,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1867714,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.1966643,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2067494,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2177532,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2279017,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.234842,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2471347,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2565897,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2667384,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.276589,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2867796,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.2967324,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3067477,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3165865,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.326799,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3366158,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3467546,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3565862,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3668973,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.374839,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3870254,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.3967578,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4067674,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.416576,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4269388,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4348445,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4467587,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.456595,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4679084,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4765842,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.486759,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.4967418,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5067587,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5165772,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5267477,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5348394,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5467496,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5565708,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5667582,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5765686,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5867589,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.5967355,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.6067708,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.6165671,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.626752,0,0.0,0,0.0,0,0.0,0,0.0
1589449618.6365707,0,0.0,0,0.0,0,0.0,0,0.0
