timestamp,TorqueReductASRSlow,TorqueIncreaseMSR,TorqueReductASRFast,TorqueReductASRSlowValidData,TorqueIncreaseMSRValidData,TorqueReductASRFastValidData,ABSActive,MSRActive,ASRActive,VDCSysFailSts,VDCActive,VehicleSpeedVSOSig,VehicleSpeedVSOSigFailSts,BrakeInterventionSts,StandStillSts,AEB_InterventionType,CMMTASensSts,CMMInterventionAck
1589449616.9965134,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0064886,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0163612,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.026472,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0364513,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0469897,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0565965,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.066415,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.076652,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0864835,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.0963917,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1065345,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1166213,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1264193,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1369169,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1464176,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1566436,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.1664162,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.176477,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.187014,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.197564,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2076988,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.217507,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2275772,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2377746,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2478774,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2577748,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.2664142,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.277742,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.286462,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.296403,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.306702,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.316613,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.326411,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.3366027,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.3464134,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.356619,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.366413,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.376666,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.387283,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.3975718,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4076166,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4177892,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4275818,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4377809,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4475906,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4566028,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4664176,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4765782,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4864848,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.4964178,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5064526,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.516615,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5264235,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5365784,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5464332,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5566032,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5664217,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5763304,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5864694,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.5964062,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.606467,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6163254,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.626424,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.636609,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6464303,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6565318,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6664546,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6765249,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6864634,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.6964135,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7065303,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7163289,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.726435,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7365818,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.746443,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7565813,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7664437,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7766068,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7865992,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.7964206,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8064773,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8163202,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8264308,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8365777,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8464308,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8563042,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8664348,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8765898,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8864644,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.8964214,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.906446,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9163127,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9264412,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9365804,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.947014,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9564936,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9664416,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.977755,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9864547,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449617.9975889,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0076194,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0163028,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0264437,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0365841,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0464494,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0563042,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0664434,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.076304,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.086447,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.0964222,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.106457,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1162996,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1264403,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.136299,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1464446,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1565783,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1664515,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1765704,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1864772,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.1963704,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2064552,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.217459,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2276075,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2365692,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2468405,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2562954,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2664442,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.276295,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2864854,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.2964382,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3064535,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3162923,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3265047,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3363216,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3464603,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.356292,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3666031,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3765724,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.386731,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.3964636,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.406473,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4162817,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4266443,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4365757,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4464643,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4563007,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4676142,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.47629,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4864647,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.4964473,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5064645,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5162828,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5264537,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5365705,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5464551,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5562766,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.566464,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5762744,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.586465,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.5964413,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6064765,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.616273,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6264577,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6362765,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.646459,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6562648,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6671102,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6774354,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.687622,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.6964452,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7064734,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7162676,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7264686,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7365553,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.746476,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7562656,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7664645,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.776264,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7864647,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.7964473,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8067167,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8162572,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8264656,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8362646,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8464653,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8562603,99.96000000000001,5.096,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.866467,99.96000000000001,5.488,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8762605,99.96000000000001,5.88,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8864734,99.96000000000001,0.0,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.8962939,99.96000000000001,0.392,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9066617,99.96000000000001,0.784,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9162583,99.96000000000001,1.1760000000000002,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9268053,99.96000000000001,1.568,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.936256,99.96000000000001,1.96,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9464638,99.96000000000001,2.3520000000000003,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9574106,99.96000000000001,2.744,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9670548,99.96000000000001,3.136,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9762516,99.96000000000001,3.528,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.9864762,99.96000000000001,3.92,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449618.996469,99.96000000000001,4.312,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589449619.006614,99.96000000000001,4.704000000000001,99.96000000000001,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
