timestamp,CruiseControlOnOffSts,SetSwitch,AcceleratorSts,DeceleratorSts,ResumeSwitch,CruiseControlFailSts,CruiseControlValidData,BCMFpsConfirm,CruiseControlDataIntegrity,CrankRequestSts,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,BCMCmdMsgCounter,BCMFpsFailSts,BCMFpsCommand,TurnIndicatorSts,BrakePedalSwitchNCFailSts,BrakePedalSwitchNOFailSts,SpeedLimiterOnOffSts
1589449617.3140974,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.3241038,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.334093,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.3441,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.3541098,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.3640962,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.375507,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.3840985,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.394122,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.4041061,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.414097,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.4241073,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.4343286,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.444164,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.4541156,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.4641101,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.4740992,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.4841154,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.4941103,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.504097,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.5140977,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.5241141,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.534095,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.544182,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.5541756,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.5640965,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.5740933,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.5841098,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.594149,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.6041095,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.6141124,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.6241028,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.6340938,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.6442072,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.6542263,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.6644354,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.6741295,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.68411,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.6942382,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.7041547,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.7141895,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.724212,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.7342565,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.7444015,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.7544277,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.7643085,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.774269,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.7842479,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.794253,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.8042,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.8141787,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.8241558,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.8341184,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.8441494,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.8542027,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.8641396,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.8740942,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.884099,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.8941102,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.9040966,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.9140975,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.9241042,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.934129,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.945853,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.9547546,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449617.9640963,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449617.974095,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449617.9840991,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449617.9941127,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.0041072,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.0140977,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.0240963,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.0341048,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.044224,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.054119,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.064104,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.0740988,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.0840895,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.094179,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.1041095,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.1141005,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.1240969,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.1341038,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.1441813,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.154101,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.16431,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.174447,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.1844616,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.194351,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.2040977,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.2140968,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.2241113,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.234098,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.2442908,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.2541003,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.264097,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.2740855,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.28411,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.2942808,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.304136,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.314307,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.3244836,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.3345902,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.344435,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.3544269,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.364582,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.3744268,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.3843734,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.3947325,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.4044397,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.4143224,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.424627,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.4342582,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.4443133,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.4545736,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.4641018,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.4743006,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.4841094,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.494096,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.5040872,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.5141077,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.5241024,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.534085,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.5441458,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.5541115,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.5641925,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.5740955,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.5841095,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.594188,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.604113,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.614122,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.6240983,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.6340954,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.6441238,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.65412,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.664222,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.674139,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.6841,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.6940925,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.7041278,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.7141826,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.724087,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.734102,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.7441466,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.7541525,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.764187,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.7741046,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.784091,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.794208,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.8041172,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.814098,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.8239706,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.8339791,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.843976,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.8539693,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.863982,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.8739612,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.883966,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.8945627,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.9043221,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.914441,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.9244897,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.9344947,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.9440048,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.9540708,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449618.964087,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449618.9741023,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449618.9841108,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449618.9941576,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.004273,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.0140915,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.0241082,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.034077,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.0440958,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.0542433,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.0640118,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.0742974,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.08575,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.0939853,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.1040664,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.113965,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.1239874,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.1339703,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.144093,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.153978,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.163973,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.1739867,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.1839752,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.1939843,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.2041616,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.213965,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.2239835,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.2339742,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.2439947,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.2539783,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.2639732,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.273967,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.2857873,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.2940588,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.3039637,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.3140025,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.3240213,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.3339937,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.3439982,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.354021,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.3640058,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.3739934,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.384018,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.3940387,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.404015,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.4140542,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.4240303,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.433993,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.4439998,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.4540327,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.4640326,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.473994,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.4840086,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.4940333,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.5039961,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.5140073,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.52403,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.5340407,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.5441396,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.5541487,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.564518,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.5741465,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.584199,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.5942616,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.6041865,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.6141777,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.624738,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.634461,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.6442215,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.6545227,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.664526,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.6744976,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.6847482,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.6943567,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
