timestamp,CruiseControlOnOffSts,SetSwitch,AcceleratorSts,DeceleratorSts,ResumeSwitch,CruiseControlFailSts,CruiseControlValidData,BCMFpsConfirm,CruiseControlDataIntegrity,CrankRequestSts,BrakePedalSwitchNCSts,BrakePedalSwitchNOSts,BCMCmdMsgCounter,BCMFpsFailSts,BCMFpsCommand,TurnIndicatorSts,BrakePedalSwitchNCFailSts,BrakePedalSwitchNOFailSts,SpeedLimiterOnOffSts
1589449619.7041874,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.7142036,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.7241821,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.734215,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.7440248,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.75401,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.764015,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.7740767,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.783999,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.7940538,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.8039963,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.813998,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.8246784,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.8340123,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.8439994,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.854002,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.864239,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.8741386,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.8839993,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.8940163,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.9039967,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.9141018,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.9240263,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.9340231,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.9440043,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.9540153,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449619.9641533,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449619.9739945,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449619.9839997,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449619.9940348,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.003996,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.0141134,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.02402,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.034003,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.0440338,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.0543547,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.0645177,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.073994,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.0840087,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.0943508,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.1047037,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.1140096,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.1240742,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.1340034,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.144036,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.1541114,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.16413,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.1741514,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.1841586,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.1942232,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.2041838,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.2142031,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.2241561,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.2341409,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.2441397,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.254089,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.2640736,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.2740169,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.2840316,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.2940342,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.303997,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.3140059,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.3240225,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.3339934,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.344028,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.354035,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.3639975,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.3739948,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.384018,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.3940148,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.4040158,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.4140165,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.4240272,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.4339945,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.4440534,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.4540586,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.463998,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.4739995,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.4840186,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.494023,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.503996,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.5140166,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.5239956,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.5339947,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.5440395,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.554035,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.5640116,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.574013,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.5840185,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.5940092,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.604008,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.6140285,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.6240015,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.6339965,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.6440375,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.6540146,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.6639993,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.674024,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.683999,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.6946175,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.704015,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.7139964,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.7239954,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.734026,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.7440605,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.7540379,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.7640767,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.7741318,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.784343,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.7942295,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.804162,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.8141649,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.8242023,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.834155,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.8441477,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.8541284,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.8646972,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.8744047,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.8846796,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.8944788,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.9044912,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.914432,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.9244213,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.934614,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.944397,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.954422,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449620.9656935,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449620.974392,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449620.984,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449620.9940252,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.0040061,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.0139966,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.0241973,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.034004,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.0440228,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.0540116,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.064016,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.0740087,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.0840137,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.094039,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.1040096,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.1140106,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.1240067,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.1340125,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.1440089,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.1540165,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.164007,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.1740298,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.1840148,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.1940281,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.2040148,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.213998,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.2240052,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.2340167,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.244059,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.2540047,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.264017,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.2740562,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.2840412,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.2941046,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.3040595,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.3140404,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.324111,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.3341062,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.344603,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.3541887,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.3641994,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.3742082,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.3842592,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.3944044,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.404329,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.4142597,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.4242783,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.4343076,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.4442365,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.4542475,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.4641984,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.4741461,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.4841392,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.4941585,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.504097,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.5140896,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.524106,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.5340953,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.544502,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.5544372,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.5644457,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.5744848,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.584434,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.5944614,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.60444,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.6144028,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.624583,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.6341195,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.644102,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.654103,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.6640995,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.6741264,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.6840916,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.6941793,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.7040977,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.7140985,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.7240975,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.7341092,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.7441137,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.7540932,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.7642257,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.7740965,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.7840915,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.7941217,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.8038192,0,0,0,0,0,0,0,0,255,0,1,1,2,0,0,0,0,0,0
1589449621.8138309,0,0,0,0,0,0,0,0,255,0,1,1,3,0,0,0,0,0,0
1589449621.8238263,0,0,0,0,0,0,0,0,255,0,1,1,0,0,0,0,0,0,0
1589449621.8338244,0,0,0,0,0,0,0,0,255,0,1,1,1,0,0,0,0,0,0
1589449621.8438196,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449621.8538492,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449621.8638287,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449621.8738182,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449621.8838305,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449621.8939567,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449621.9038239,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449621.9138455,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449621.9239907,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449621.9339092,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449621.9438326,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449621.9538403,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449621.9638276,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449621.973822,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449621.983896,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449621.9939601,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.0038278,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.0138311,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.0238447,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.0338662,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.0439565,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.0539603,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.0639164,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.0739143,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.0839298,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.0939186,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.103893,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.113905,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.1238725,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.1338527,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.143845,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.1538389,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.164369,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.1742728,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.1843226,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.1942294,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.2041876,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.2144575,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.2241824,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.2341802,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.2445567,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.2542107,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.2641902,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.274464,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.2841437,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.2942924,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.3043869,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.3141067,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.3241305,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.3342843,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.3442566,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.353849,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.3638186,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.3738286,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.3838325,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.393817,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.4038274,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.4138215,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.4238372,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.433819,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.4438295,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.4538615,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.4638193,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.4738262,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.483826,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.4938285,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.5038211,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.513821,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.5238266,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.5338185,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.543841,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.5538247,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.5638185,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.5738323,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.583822,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.5939867,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
1589449622.6038353,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,0,0,0
1589449622.6138592,0,0,0,0,0,0,0,0,255,0,0,0,3,0,0,0,0,0,0
1589449622.6238668,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
1589449622.6338668,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,0,0,0
