timestamp,HighBeamOutputSts,VehicleSpeed,VehicleSpeedFailSts,TravelDistance
1589449631.8288317,0,0.0,0,49.0
1589449631.9287376,0,0.0,0,49.0
1589449632.0287378,0,0.0,0,49.0
1589449632.128738,0,0.0,0,49.0
1589449632.228718,0,0.0,0,49.0
1589449632.3287823,0,0.0,0,49.0
1589449632.4287865,0,0.0,0,49.0
1589449632.5287788,0,0.0,0,49.0
1589449632.6288247,0,0.0,0,49.0
1589449632.7288256,0,0.0,0,49.0
1589449632.8288658,0,0.0,0,49.0
1589449632.928864,0,0.0,0,49.0
1589449633.0288742,0,0.0,0,49.0
1589449633.1288383,0,0.0,0,49.0
1589449633.2288265,0,0.0,0,49.0
1589449633.3288445,0,0.0,0,49.0
1589449633.4288208,0,0.0,0,49.0
1589449633.5288951,0,0.0,0,49.0
1589449633.628885,0,0.0,0,49.0
1589449633.7288253,0,0.0,0,49.0
1589449633.8288658,0,0.0,0,49.0
1589449633.9288158,0,0.0,0,49.0
1589449634.028816,0,0.0,0,49.0
1589449634.128858,0,0.0,0,49.0
