timestamp,TC_ASRControlSts,BLCActive,TC_VDCShiftInterferenceValidData,TC_VDCShiftInterference,MasterCylinderPressureValidData,MasterCylinderPressure,CommandedSilenceRequest,ERMActive,RollsModeAct,HillHolderActive,TTCActive,HBAActive,PrefillActive
1589449617.2169304,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.2270029,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.2371943,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.2473028,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.2572005,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.2658396,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.2771654,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.2858815,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.2958264,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3061254,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.3160343,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.3258367,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3360262,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.3458369,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3560405,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.365839,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3760915,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3867066,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.3969896,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.4070423,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.4172149,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.4270072,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.4372046,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449617.447006,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449617.4560223,0,0,0,0,0,14.5,0,0,0,0,0,0,0
