timestamp,TC_ASRControlSts,BLCActive,TC_VDCShiftInterferenceValidData,TC_VDCShiftInterference,MasterCylinderPressureValidData,MasterCylinderPressure,CommandedSilenceRequest,ERMActive,RollsModeAct,HillHolderActive,TTCActive,HBAActive,PrefillActive
1589449620.30602,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.3156085,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.3258955,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.335604,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.3458889,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.3556018,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.365888,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.3755996,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.3858912,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.3956077,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4058888,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4155993,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4258943,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4356034,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4458923,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4555993,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.465887,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4756002,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.4858875,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.495596,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.505885,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.5155935,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.5258806,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5355914,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5458827,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5555978,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5658805,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.575592,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5858855,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.5955942,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6058807,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6155932,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.6258824,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6355913,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6458805,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.655587,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.6660223,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.676748,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6869452,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.6957762,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449620.705874,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7155812,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7258723,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7355824,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7458775,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.7555845,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7658756,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.7755845,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.786122,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.795584,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.805871,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8155794,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.825869,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.8355756,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8458624,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.8555753,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8661382,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8755734,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8861203,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.8956316,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.905936,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.915593,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.925872,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.9357688,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449620.9458659,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.9555826,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.9662778,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.9758332,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.9864392,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449620.996731,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.00702,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.016724,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0270193,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0367317,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0470166,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0567372,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0670202,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.0764363,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.086435,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.0967288,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.1070118,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.1167262,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.1270108,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.1355653,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.147011,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.156728,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449621.1658459,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.1764333,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449621.1864262,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.195565,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.2070093,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2155607,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2258482,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2367163,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2472975,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2567182,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.267009,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2755568,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.2864268,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.2955556,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3060887,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3155491,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.325846,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.335553,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3460438,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3555472,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3658383,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3755467,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.3860302,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.395561,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4060943,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4155483,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4258351,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4355462,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.445835,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.4555464,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4658294,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4755409,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4859118,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.4955454,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.505868,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5155466,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5258307,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5355382,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.544794,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5555918,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5658906,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5756397,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.5858788,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.595616,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.605885,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.6155617,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.6260219,0,0,0,0,0,14.5,0,0,0,0,0,0,0
1589449621.636691,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.6469882,0,0,0,0,0,15.0,0,0,0,0,0,0,0
1589449621.6566904,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.6669836,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.676698,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.6870337,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.69553,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.7070377,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.716696,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.7269835,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.7355318,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.7469778,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.755676,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.76679,0,0,0,0,0,14.75,0,0,0,0,0,0,0
1589449621.7768245,0,0,0,0,0,14.75,0,0,0,0,0,0,0
