timestamp,BatteryVoltageLevelHP,StateOfCharge,VoltageMin,VoltageMax,BatteryCurrentLevel,BatteryTemperature,IBSFailSts,BCMSAMFailSts
1588751273.426561,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751273.526525,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751273.626632,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751273.726512,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751273.826523,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751273.926565,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.02717,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.426558,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.526513,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.627206,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.126525,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.226662,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.326491,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.729173,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.826807,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751274.929779,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.726586,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.826594,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.026613,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.126592,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.226603,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.326602,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.42686,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.526604,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.626602,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751275.926661,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.226612,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.526649,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.726582,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.326601,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.426671,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.126807,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.026796,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.626784,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.826583,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751276.929018,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.326595,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.12658,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.726595,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.827232,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.026604,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.226783,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.626592,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.426659,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.526604,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751277.92667,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.226581,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.326593,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.027212,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.126631,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.426801,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.526858,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.626715,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.726597,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.826591,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751278.926602,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751279.526611,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751279.626761,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751279.72703,4.0,0,10.6,14.8,-250.0,-30,0,0
1588751279.826591,4.0,0,10.6,14.8,-250.0,-30,0,0
